id,client_id,module_id,current_step,total_steps,completed_steps,activity_id,activity_type,completed,responses,client_notes,insights,started_at,completed_at,time_spent_minutes,revisit_count,last_accessed,created_at,updated_at
3470e98c-587c-4df2-b4f8-2e39bac75789,226ae091-325e-4084-a467-bee2bc8405f6,module-3-protectors-unlocked,0,,{},,,f,{},,,,,,0,,2026-05-07 00:43:28.771539+00,2026-05-07 00:43:28.295+00
e5202bff-a396-4e56-9988-253da39266d8,1e395a30-ffd9-40b3-bf77-0b9861a54018,module-1-intro-ifs,0,,"{0,1,2,3}",,,f,"{""question-0"": ""h"", ""question-1"": ""h"", ""question-2"": ""h"", ""question-3"": ""h"", ""question-4"": ""h"", ""question-5"": ""h"", ""question-6"": ""h"", ""question-7"": ""h"", ""reflection-0"": ""h"", ""reflection-1"": ""h"", ""reflection-2"": ""h"", ""reflection-3"": ""h""}",,,,,,0,,2026-02-24 23:52:52.469323+00,2026-02-26 15:36:24.63166+00
35a91528-7eb4-4fef-b2ce-0b2499f67c34,1e395a30-ffd9-40b3-bf77-0b9861a54018,foundation-welcome,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:40.444763+00,2026-02-22 06:34:40.387+00
b76a40e1-67ca-4160-a2ab-3aa15bdb7cf2,1e395a30-ffd9-40b3-bf77-0b9861a54018,shame-inner-child-connection,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:40.444763+00,2026-02-22 06:34:40.387+00
83ae7253-c316-4ff9-aad8-7c6230c706c9,1e395a30-ffd9-40b3-bf77-0b9861a54018,shame-self-compassion-mastery,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:40.444763+00,2026-02-22 06:34:40.387+00
6bb55c9b-565e-4c4e-8562-1b4c696d40bb,1e395a30-ffd9-40b3-bf77-0b9861a54018,shame-inner-critic-work,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:40.444763+00,2026-02-22 06:34:40.387+00
a5de1b9c-19e0-4879-b5f9-bf23b71770b1,1e395a30-ffd9-40b3-bf77-0b9861a54018,integration-secondary-wound,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:40.444763+00,2026-02-22 06:34:40.387+00
dbf3bd83-2345-4032-9d5c-7c96ed1bb650,1e395a30-ffd9-40b3-bf77-0b9861a54018,intensive-healing-protocols,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:40.444763+00,2026-02-22 06:34:40.387+00
209ce6fc-3f6e-4050-882c-ef6b1a93cf46,1e395a30-ffd9-40b3-bf77-0b9861a54018,healing-consolidation,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:40.444763+00,2026-02-22 06:34:40.387+00
880838bf-8924-40ea-abed-80184ccb840f,d086f303-41a2-4f44-b7c8-34a4d878b0c5,foundation-welcome,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.140827+00,2026-02-22 06:34:41.072+00
7a80cdd2-2cf5-4652-9a38-e3ca71813975,d086f303-41a2-4f44-b7c8-34a4d878b0c5,abandonment-inner-child-connection,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.140827+00,2026-02-22 06:34:41.072+00
b0676994-5dc1-4289-9989-feeee6656c14,d086f303-41a2-4f44-b7c8-34a4d878b0c5,abandonment-secure-attachment-building,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.140827+00,2026-02-22 06:34:41.072+00
43d0a589-9c75-487f-aa31-9978b6852846,d086f303-41a2-4f44-b7c8-34a4d878b0c5,abandonment-self-soothing-mastery,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.140827+00,2026-02-22 06:34:41.073+00
9a0cbae8-8723-464b-b577-e931639d7726,d086f303-41a2-4f44-b7c8-34a4d878b0c5,integration-secondary-wound,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.140827+00,2026-02-22 06:34:41.073+00
61a981a8-7b44-4fe6-8869-95a9c5d77bb0,d086f303-41a2-4f44-b7c8-34a4d878b0c5,intensive-healing-protocols,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.140827+00,2026-02-22 06:34:41.073+00
cd0d1fae-0ef0-4cf1-8efd-2399d63f2907,d086f303-41a2-4f44-b7c8-34a4d878b0c5,healing-consolidation,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.140827+00,2026-02-22 06:34:41.073+00
3ffc0113-0bdd-4144-ab54-4b100025bae9,0dfc6875-7fcf-4522-ad9c-2b4d9bcd6d0e,foundation-welcome,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.778083+00,2026-02-22 06:34:41.722+00
67ae9502-a7d0-4921-8b95-cf29cf16c5b2,0dfc6875-7fcf-4522-ad9c-2b4d9bcd6d0e,shame-inner-child-connection,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.778083+00,2026-02-22 06:34:41.722+00
b20c3c7a-4faf-4ca5-8984-22d561637c91,0dfc6875-7fcf-4522-ad9c-2b4d9bcd6d0e,shame-self-compassion-mastery,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.778083+00,2026-02-22 06:34:41.722+00
cb43e31a-2ebc-4cda-b442-5e9dfbe5dcb6,0dfc6875-7fcf-4522-ad9c-2b4d9bcd6d0e,shame-inner-critic-work,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.778083+00,2026-02-22 06:34:41.722+00
3fb66c72-b236-48cd-8070-148f0f9e8717,0dfc6875-7fcf-4522-ad9c-2b4d9bcd6d0e,integration-secondary-wound,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.778083+00,2026-02-22 06:34:41.722+00
ce62bc57-3589-45d9-9388-f29bae7ea736,0dfc6875-7fcf-4522-ad9c-2b4d9bcd6d0e,intensive-healing-protocols,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.778083+00,2026-02-22 06:34:41.722+00
5a800d6f-8027-4f32-9b05-a9901182dcd8,0dfc6875-7fcf-4522-ad9c-2b4d9bcd6d0e,healing-consolidation,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:41.778083+00,2026-02-22 06:34:41.722+00
ef06d111-9fa1-4b5b-bd47-c7f1588d9ab4,15fad9b4-bbec-4ac2-a68a-dead475553cb,foundation-welcome,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.436738+00,2026-02-22 06:34:42.385+00
06e5c403-c608-41ee-b171-9a1f1e1e40d7,15fad9b4-bbec-4ac2-a68a-dead475553cb,neglect-inner-child-connection,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.436738+00,2026-02-22 06:34:42.385+00
9d31a322-755d-4f23-9848-097cbce22c42,15fad9b4-bbec-4ac2-a68a-dead475553cb,neglect-needs-identification,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.436738+00,2026-02-22 06:34:42.385+00
e20dbdab-5533-4732-83e2-95844682d255,15fad9b4-bbec-4ac2-a68a-dead475553cb,neglect-self-advocacy-skills,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.436738+00,2026-02-22 06:34:42.385+00
c2f31559-4a94-44c3-878d-773c2adaeb50,15fad9b4-bbec-4ac2-a68a-dead475553cb,integration-secondary-wound,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.436738+00,2026-02-22 06:34:42.385+00
6afbcf25-6d3a-4cc4-9e03-7b04b7b22fb4,15fad9b4-bbec-4ac2-a68a-dead475553cb,intensive-healing-protocols,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.436738+00,2026-02-22 06:34:42.385+00
821ddab5-e312-4e9b-b8d3-f68a638fceab,15fad9b4-bbec-4ac2-a68a-dead475553cb,healing-consolidation,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.436738+00,2026-02-22 06:34:42.385+00
b026c1c5-5272-4387-8245-635392e0d973,226ae091-325e-4084-a467-bee2bc8405f6,foundation-welcome,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.991396+00,2026-02-22 06:34:42.937+00
aed05780-8bc4-4994-8870-a394cae6274c,226ae091-325e-4084-a467-bee2bc8405f6,abandonment-inner-child-connection,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.991396+00,2026-02-22 06:34:42.937+00
7dbf1b14-bba1-4589-924c-594b74d6b266,226ae091-325e-4084-a467-bee2bc8405f6,abandonment-secure-attachment-building,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.991396+00,2026-02-22 06:34:42.937+00
8158ba71-92e9-45dc-8e58-eef7023bf9d1,226ae091-325e-4084-a467-bee2bc8405f6,abandonment-self-soothing-mastery,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.991396+00,2026-02-22 06:34:42.937+00
7841e050-4fb9-4790-bd60-82e9f02a88be,226ae091-325e-4084-a467-bee2bc8405f6,integration-secondary-wound,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.991396+00,2026-02-22 06:34:42.937+00
69c08cc7-ec4a-47bf-90fc-75899b39e89a,226ae091-325e-4084-a467-bee2bc8405f6,intensive-healing-protocols,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.991396+00,2026-02-22 06:34:42.937+00
0bb48965-2540-4ba7-811c-122c2d4ad479,226ae091-325e-4084-a467-bee2bc8405f6,healing-consolidation,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:42.991396+00,2026-02-22 06:34:42.937+00
51bd815a-9a7f-4b57-876c-da0a3c59758c,1670411a-f658-4935-8ddc-e46a1179ca2e,foundation-welcome,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:43.632231+00,2026-02-22 06:34:43.572+00
241507e8-e19f-411b-9b98-372ddfd834b1,1670411a-f658-4935-8ddc-e46a1179ca2e,abandonment-inner-child-connection,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:43.632231+00,2026-02-22 06:34:43.573+00
1acd7330-9e56-469e-a19e-1f811a0793ca,1670411a-f658-4935-8ddc-e46a1179ca2e,abandonment-secure-attachment-building,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:43.632231+00,2026-02-22 06:34:43.573+00
49ac6993-6ee0-4d71-a8b8-11684bc9f425,1670411a-f658-4935-8ddc-e46a1179ca2e,abandonment-self-soothing-mastery,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:43.632231+00,2026-02-22 06:34:43.573+00
205ce139-aa3d-40c6-bdf0-911aab1eb50a,1670411a-f658-4935-8ddc-e46a1179ca2e,integration-secondary-wound,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:43.632231+00,2026-02-22 06:34:43.573+00
faa8c549-0736-406d-be82-cf3151bb6f6e,1670411a-f658-4935-8ddc-e46a1179ca2e,intensive-healing-protocols,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:43.632231+00,2026-02-22 06:34:43.573+00
91b54e8f-d898-4756-aafd-9f5fe192005c,1670411a-f658-4935-8ddc-e46a1179ca2e,healing-consolidation,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:43.632231+00,2026-02-22 06:34:43.573+00
06aa7398-e554-4a1d-9a9a-037a805d5656,229e0bbd-bf18-4f4e-869e-8239775ec1ab,foundation-welcome,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:44.228258+00,2026-02-22 06:34:44.175+00
f0ab2406-07a4-4836-bd6d-a6f1048b1d59,229e0bbd-bf18-4f4e-869e-8239775ec1ab,abandonment-inner-child-connection,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:44.228258+00,2026-02-22 06:34:44.175+00
8e6f19fa-8906-460f-bb2b-4ee811c38c6b,229e0bbd-bf18-4f4e-869e-8239775ec1ab,abandonment-secure-attachment-building,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:44.228258+00,2026-02-22 06:34:44.175+00
8f4f68d2-ef17-4882-b897-54109d1ff709,229e0bbd-bf18-4f4e-869e-8239775ec1ab,abandonment-self-soothing-mastery,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:44.228258+00,2026-02-22 06:34:44.175+00
0e906dce-239c-4ea5-888c-b13517a3b2ab,229e0bbd-bf18-4f4e-869e-8239775ec1ab,integration-secondary-wound,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:44.228258+00,2026-02-22 06:34:44.175+00
774992ca-50d7-4e78-91af-9e00a7b4f4f6,229e0bbd-bf18-4f4e-869e-8239775ec1ab,healing-consolidation,0,,{},,,f,,,,,,,0,,2026-02-22 06:34:44.228258+00,2026-02-22 06:34:44.175+00
ceb6e1f0-fe9d-4605-887e-b8680f46cf5f,d086f303-41a2-4f44-b7c8-34a4d878b0c5,module-1-intro-ifs,0,,{},,,f,{},,,,,,0,,2026-02-22 14:54:52.169442+00,2026-02-22 14:54:51.902+00
db0b2795-f8ab-451b-99b8-a37b92b4d4c9,226ae091-325e-4084-a467-bee2bc8405f6,module-1-intro-ifs,4,,"{0,1,2,3,4,4,4,4,4,4,4}",,,t,"{""s1-question-0"": ""a"", ""s1-question-1"": ""a"", ""s1-question-2"": ""a"", ""s1-question-3"": ""a"", ""s1-question-4"": ""a"", ""s1-question-5"": ""a"", ""s1-question-6"": ""a"", ""s1-question-7"": ""a"", ""s0-reflection-0"": ""A"", ""s0-reflection-1"": ""A"", ""s0-reflection-2"": ""A"", ""s0-reflection-3"": ""A"", ""s2-reflection-0"": ""a"", ""s2-reflection-1"": ""a"", ""s2-reflection-2"": ""a"", ""s2-reflection-3"": ""a""}",,,,2026-03-04 19:40:09.217+00,,0,,2026-02-22 06:40:00.832241+00,2026-03-04 19:40:36.283036+00
3c69690e-3084-4eb4-8fe7-de80b03610e7,229e0bbd-bf18-4f4e-869e-8239775ec1ab,module-1-intro-ifs,3,,"{0,1,2,3,4,4,4}",,,f,"{""s1-question-0"": ""a"", ""s1-question-1"": ""a"", ""s1-question-2"": ""a"", ""s1-question-3"": ""a"", ""s1-question-4"": ""a"", ""s1-question-5"": ""a"", ""s1-question-6"": ""a"", ""s0-reflection-0"": ""a"", ""s0-reflection-1"": ""a"", ""s0-reflection-2"": ""a"", ""s0-reflection-3"": ""a"", ""s2-reflection-0"": ""aa"", ""s2-reflection-1"": ""a"", ""s2-reflection-2"": ""a"", ""s2-reflection-3"": ""a""}",,,,2026-03-05 03:29:31.081+00,,0,,2026-02-22 14:55:05.351001+00,2026-03-05 21:06:32.877585+00
bed2e19a-0ff1-49a3-b8ce-beea106bfa82,226ae091-325e-4084-a467-bee2bc8405f6,module-2-inner-child-wounds,4,,"{0,1,2,3,4,4}",,,t,"{""s1-question-0"": ""."", ""s1-question-1"": ""."", ""s1-question-2"": ""."", ""s1-question-3"": ""."", ""s1-question-4"": ""."", ""s1-question-5"": ""."", ""s1-question-6"": ""."", ""s3-question-0"": ""."", ""s3-question-1"": ""."", ""s3-question-2"": ""."", ""s3-question-3"": ""."", ""s3-question-4"": ""."", ""s3-question-5"": ""."", ""s3-question-6"": ""."", ""s3-question-7"": ""."", ""s0-reflection-0"": ""A"", ""s0-reflection-1"": ""A"", ""s0-reflection-2"": ""A"", ""s0-reflection-3"": ""A"", ""s2-reflection-0"": ""."", ""s2-reflection-1"": ""."", ""s2-reflection-2"": ""."", ""s2-reflection-3"": "".""}",,,,2026-05-07 00:43:22.507+00,,0,,2026-02-26 14:23:31.81151+00,2026-05-07 00:43:22.947595+00
18899535-5985-4742-87ab-cea0492b8457,0dfc6875-7fcf-4522-ad9c-2b4d9bcd6d0e,module-1-intro-ifs,1,,{0},,,f,"{""s0-reflection-0"": ""Curiosity"", ""s0-reflection-1"": ""Nervousness, worrying about what others thing"", ""s0-reflection-2"": ""Uncertain"", ""s0-reflection-3"": ""Makes sense""}",,,,,,0,,2026-02-27 08:56:55.054076+00,2026-03-08 12:43:11.774846+00
363609a0-2892-417f-afcd-e2041ba97f0f,9fc90684-c503-4734-bed9-fb780e6ad271,module-1-intro-ifs,1,,{0},,,f,"{""s0-reflection-0"": ""Curiosity at how these different parts clash "", ""s0-reflection-1"": ""The need to be loved or accepted "", ""s0-reflection-2"": ""To help you understand why you may have these conflicting feelings "", ""s0-reflection-3"": ""It makes sense because our inner child doesn’t want to be hurt ""}",,,,,,0,,2026-02-23 19:11:37.407036+00,2026-03-15 21:45:38.571611+00
9018f7b3-2af3-4a08-928a-a9ea7e505fd8,15fad9b4-bbec-4ac2-a68a-dead475553cb,module-1-intro-ifs,4,,"{0,1,2,3,4,4}",,,t,"{""s1-question-0"": ""answered"", ""s1-question-1"": ""answered"", ""s1-question-2"": ""answered"", ""s1-question-3"": ""answered"", ""s1-question-4"": ""answered"", ""s1-question-5"": ""answered"", ""s1-question-6"": ""answered"", ""s0-reflection-0"": ""It's an interesting idea that I'm curious to learn more about."", ""s0-reflection-1"": ""I think my Inner Child may have been trying to communicate that she wanted to feel heard, safe, and protected."", ""s0-reflection-2"": ""I have a tendency to blame myself for \""bad feelings\"", including feeling internally conflicted. Understanding my internal family might allow me to view those experiences (and my reactions to them) with more compassion."", ""s0-reflection-3"": ""I feel relieved that my problematic behaviors aren't completely irrational or self-destructive. Though it may not always be effective, it's nice knowing that a part of me wants to look out for myself."", ""s2-reflection-0"": ""answered"", ""s2-reflection-1"": ""answered"", ""s2-reflection-2"": ""answered"", ""s2-reflection-3"": ""answered""}",,,,2026-04-06 00:51:43.223+00,,0,,2026-02-22 20:48:35.265354+00,2026-04-06 00:51:43.618536+00
e71f99a0-0378-4000-9063-97bb1de94336,15fad9b4-bbec-4ac2-a68a-dead475553cb,module-2-inner-child-wounds,1,,{0},,,f,"{""s1-question-0"": ""1. In a certain way, I don't think there was enough nurturing. I wasn't guided or asked many questions. I was talked to more like an adult, and by the time I was nine, I felt like I was one.\n2. There was little physical  contact/affection\n2. When my parents were fighting intensely, I remember thinking something like, 'don't they even care how this is affecting me?' I would cry myself to sleep sometimes. No one ever comforted me or checked to see if I was okay. "", ""s0-reflection-0"": ""I rarely take risks and I feel a general sense of helplessness/inability to change my circumstances. I fear romantic relationships and have a hard time being emotionally vulnerable."", ""s0-reflection-1"": ""I often feel the same as my young self, but the strongest reactions occur when something makes me think about romantic relationships or in situations where my needs are being ignored.  I have difficulty to setting boundaries with others. Loud noises (particularly lots of people talking) and crowds are also triggers for me."", ""s0-reflection-2"": ""I avoid romantic relationships and, in general,  often automatically shut down from true closeness from others."", ""s0-reflection-3"": ""I think they would say that they need to be seen with compassion and to know that things are okay now.""}",,,,,,0,,2026-04-06 00:51:50.452191+00,2026-05-14 04:32:47.382755+00
01f65a81-d98f-42f5-b99a-7c24c3d6af71,229e0bbd-bf18-4f4e-869e-8239775ec1ab,module-2-inner-child-wounds,2,,"{0,1}",,,f,"{""s1-question-0"": ""a"", ""s1-question-1"": ""a"", ""s1-question-2"": ""a"", ""s1-question-3"": ""a"", ""s1-question-4"": ""a"", ""s1-question-5"": ""a"", ""s1-question-6"": ""a"", ""s0-reflection-0"": ""a"", ""s0-reflection-1"": ""a"", ""s0-reflection-2"": ""a"", ""s0-reflection-3"": ""a""}",,,,,,0,,2026-03-05 03:29:23.182318+00,2026-03-05 03:30:11.990804+00
